codigo,nombre_iniciativa,facultad,carrera,instrumento,anio,semestre,modalidad,estado_sisav,n_estudiantes,n_academicos,n_titulados,n_empleadores,n_organizaciones_osc,n_titulados_charlista,n_titulados_expositor,n_titulados_asistente,n_empleadores_charlista,n_empleadores_expositor,n_empleadores_asistente,n_organizaciones_osc_charlista,n_organizaciones_osc_expositor,n_organizaciones_osc_asistente,competencia_sello,sello_tecnologia,sello_responsabilidad_social,sello_sustentabilidad,sello_genero,competencia_generica,dominios_disciplinares,ciclo_estudio,internacionalizacion,catedra_asignatura,comuna_rm,evidencia,cantidad_act_planificadas,cantidad_act_ejecutadas,requiere_revision,motivo_revision,_archivo_origen,_anio,_origen_dato
DEMO-0438,Iniciativa demo 0438,FCNMMA,Ingeniería_en_Industria_Alimentaria,VEDP,2024,2S,Presencial,NO EJECUTADA,165.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias para la empleabilidad y el Aprendizaje Continuo; Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectual, Expresivo tecnológico",2,False,Geomorfología Dinámica,La Granja,SI,3.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0439,Iniciativa demo 0439,FAE,Ingeniería_en_Comercio_Internacional,EXTENSION,2024,2S,Presencial,FINALIZADOS,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Comunica información espacial a través del diseño y la generación de productos carto¬gráficos multimediales, para la comprensión del medio, con creatividad, ética y empatía disciplinaria; Genera conocimientos para formular soluciones científico-tecnológicas propias de la disciplina, mediante la aplicación del método científico y técnicas afines, con actitud re¬flexiva, sistemática, creativa e innovativa. Formula con autonomía proyectos de investigación mostrando dominio en su formación disciplinaria. Expone sus investigaciones en distintos medios de difusión internos y/o externos",2,False,Dibujo técnico 1,Lo Prado,NO,3.0,3.0,True,sin evidencia,generador_sintetico_seed42,2024,sintetico
DEMO-0440,Iniciativa demo 0440,FHTCS,Trabajo_Social,VEDP,2024,1S,Presencial,FINALIZADOS,178.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual,2,True,Sistema de Telecomunicaciones,Providencia,SI,2.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0441,Iniciativa demo 0441,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2024,2S,Presencial,NO EJECUTADA,19.0,10.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Es un profesional del más alto nivel capaz de trabajar en forma independiente o en grupos interdisciplinarios; cuenta con una sólida formación en los diferentes campos de las ciencias básicas, ciencias de la ingeniería y biotecnología; Formula, desarrolla y mejora proyectos de manera competitiva en el área biotecnología vigentes con respecto a la conservación de los recursos biológicos, la producción de organismos, el impacto y la contaminación ambiental; Posee la capacidad de autoaprendizaje, manejo de la comunicación oral y escrita, incluyendo el idioma inglés; Tiene una conducta ética para orientar su comportamiento profesional, flexibilidad y capacidad de adaptación",1,False,DISEÑO INDUSTRIAL IX; DISEÑO INDUSTRIAL IX TALLER DE TITULACION DISEÑO INDUSTRIAL,La Granja,NO,5.0,4.0,True,sin evidencia,generador_sintetico_seed42,2024,sintetico
DEMO-0442,Iniciativa demo 0442,FHTCS,Diseño_Industrial,VEDP,2024,2S,Presencial,FINALIZADOS,11.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual,1,False,Biología,Macul,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0443,Iniciativa demo 0443,FHTCS,Diseño_Industrial,VEDP,2024,1S,Presencial,NO EJECUTADA,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tecnología,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Fundamentos para la Bibliotecología y Documentación; Fundamentos e investigación bibliotecología,3,False,gestión de operaciones y geatión logística,Pudahuel,SI,7.0,5.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0444,Iniciativa demo 0444,FING,Dibujante_Proyectista,EXTENSION,2024,2S,Presencial,FINALIZADOS,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional",3,False,Fundamentos de la Bibliotecología,La Granja,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0445,Iniciativa demo 0445,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2024,1S,Presencial,FINALIZADOS,32.0,8.0,23.0,1.0,7.0,1.0,4.0,18.0,0.0,1.0,0.0,2.0,1.0,4.0,Responsabilidad social; Inclusión,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",1,True,Introducción a las ciencias farmacéuticas,Puente Alto,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0446,Iniciativa demo 0446,FING,Ingeniería_Civil_Industrial,VEDP,2024,2S,Presencial,NO EJECUTADA,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Tecnología; Responsabilidad social,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Farmacia asistencial, hospitalaria y comunitaria",2,False,iNTRODUCCIÓN A LA INDUSTRIA ALIMENTARIA,Pudahuel,SI,4.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0447,Iniciativa demo 0447,FING,Dibujante_Proyectista,EXTENSION,2024,2S,Presencial,FINALIZADOS,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Carrera; Centro de Facultad; Unidad de Empleabilidad y Titulados; Proyectos de Retroalimentación a la Docencia; Subdirección de Docencia; Dirección de Extensión,2,False,Química Analítica,Quinta Normal,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0448,Iniciativa demo 0448,FCCOT,Arquitectura,VEDP,2024,2S,Presencial,NO EJECUTADA,48.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia jurídica,3,False,"COMPOSICIÓN I, COMPOSICIÓN II, TALLER DE ARQUITECTURA III Y IV",Quinta Normal,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0449,Iniciativa demo 0449,FCNMMA,Ingeniería_Química,EXTENSION,2024,2S,Presencial,FINALIZADOS,6.0,0.0,15.0,3.0,0.0,3.0,2.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,Tecnología; Responsabilidad social,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño de Sistemas y Procesos Organizacionales, Evaluación y Desarrollo De Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Diseño y Gestión de Procesos Productivos Agroindustriales, Evaluación y Desarrollo de Sistemas y Procesos Organizacionales, Gestión y Dirección Organizacional; Planificar, programar, diseñar, ejecutar, optimizar, dirigir, supervisar y evaluar procesos productivos en industrias de su competencia profesional. Integración conceptual, gráfica de diferentes componentes de la tecnología, conducentes a la presentación de la creación de procesos, equipos y productos. El diseño moderno y la operación de sus sistemas tecnológicos",1,False,Electivo Trabajo Social - Sociedad Civil y Derechos Humanos,Pedro Aguirre Cerda,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0450,Iniciativa demo 0450,FING,Ingeneiría_en_Geomensura,EXTENSION,2024,2S,Presencial,NO EJECUTADAS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Sistemas de Información; Tecnologías de Información,2,False,Taller de Diseño en Comunicación Visual IV (DISV6043) - Tipografía II (DISV6045); Taller de Diseño en Comunicación Visual IV () - Tipografía II (DISV6045),Maipu,SI,4.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0451,Iniciativa demo 0451,FAE,Ingeniería_en_Comercio_Internacional,EXTENSION,2024,2S,Presencial,FINALIZADOS,21.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,0,False,Sistematización en Trabajo Social,La Cisterna,SI,3.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0452,Iniciativa demo 0452,FCCOT,Arquitectura,VEDP,2024,2S,Presencial,NO EJECUTADA,20.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Asesoria y Repressentación e Investigación,1,False,Trabajo de Título I,Las Condes,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0453,Iniciativa demo 0453,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2024,2S,Presencial,FINALIZADOS,31.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Gestor, analizador y creador de recursos informativos en sistemas y redes; Organizador, buscador y difusor de la información registrada en diferentes medios",3,False,Fotografía II,Nunoa,SI,2.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0454,Iniciativa demo 0454,FAE,Bibliotecología_y_Documentación,EXTENSION,2024,2S,Presencial,FINALIZADOS,13.0,0.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,Tecnología; Responsabilidad social,True,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Competencias identitarias Diseño UTEM, Competencias Red CRUCH",1,False,Electivo Turismo Deportivo,Melipilla,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0455,Iniciativa demo 0455,FAE,Ingeniería_en_Comercio_Internacional,EXTENSION,2024,2S,Presencial,FINALIZADOS,13.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,Sostenibilidad; Responsabilidad social,False,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Competencias identitarias Diseño UTEM,0,False,Taller de Título I,San Miguel,SI,7.0,7.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0456,Iniciativa demo 0456,FING,Ingeniería_Civil_Biomédica,EXTENSION,2024,2S,Presencial,FINALIZADOS,53.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Gestión organizacional pública; Gestión de políticas públicas; Gestión de innovación de políticas públicas,1,False,Supply Chain Management Sec 811 y 812,La Granja,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0457,Iniciativa demo 0457,FAE,Ingeniería_Comercial,UTG,2024,2S,Online,NO EJECUTADA,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social; Género,False,True,False,True,Competencias para la empleabilidad y el Aprendizaje Continuo,Proyectual,2,False,Ingeniería metabólica y fermentaciones,La Granja,SI,3.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0458,Iniciativa demo 0458,FCNMMA,Ingeniería_en_Biotecnología,EXTENSION,2024,2S,Presencial,FINALIZADOS,16.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",. Mantenimiento; . Diseño y selección de equipos e instalaciones; . Diseño y selección de procesos de fabricación y de manufactura; . Proyectos mecánicos,2,False,Inmunología,Melipilla,SI,2.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0459,Iniciativa demo 0459,FAE,Ingeniería_en_Comercio_Internacional,EXTENSION,2024,2S,Presencial,FINALIZADOS,30.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Competencias identitarias Diseño UTEM, Competencias Red CRUCH",1,False,Ingenieria de Procesos Alimentarios I,La Pintana,SI,3.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0460,Iniciativa demo 0460,FHTCS,Diseño_en_Comunicación_Visual,VEDP,2024,2S,Presencial,FINALIZADOS,70.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Responsabilidad social; Inclusión,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia Jurídica y Litigación,2,False,Recursos Turisticos,Puente Alto,SI,7.0,6.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0461,Iniciativa demo 0461,FHTCS,Trabajo_Social,EXTENSION,2024,2S,Online,FINALIZADOS,101.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,RESPONSABILIDAD_SOCIAL; SUSTENTABILIDAD; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Línea Contable; Línea de Costos; Línea Finanzas; Línea de Administración; Línea de Auditoria y Ética Profesional; Línea de Tributaria; Tecnologías de la Información Contable; Gestión; Contabilidad; Auditoria; Tributario,3,False,Ingeniería de Procesos Alimentarios II/Técnicas de conservación de los alimentos,Quinta Normal,SI,2.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0462,Iniciativa demo 0462,FAE,Contador_Público_y_Auditor,EXTENSION,2024,2S,Presencial,NO EJECUTADA,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SUSTENTABILIDAD; TECNOLOGIA,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Administrador y diseñador de sistemas y servicios documentales, bibliográficos y administrativos; Creador y administrador de organizaciones de información: archivos, centros de documentación, bibliotecas físicas y digitales; Gestor, analizador y creador de recursos informativos en sistemas y redes; Organizador, buscador y difusor de la información registrada en diferentes medios; Creador de bases de datos documentales; Conductor y generador de necesidades de información; Socializador de usuarios en los procesos de búsqueda y uso de la información; Garante del patrimonio cultural documental",1,False,"SEMINARIO DISEÑO INDUSTRIAL I,DISEÑO INDUSTRIAL IX",Estacion Central,SI,4.0,4.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0463,Iniciativa demo 0463,FING,Dibujante_Proyectista,VEDP,2024,2S,Online,FINALIZADOS,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Proyectual, Histórico teórico, Expresivo tecnológico",3,False,DISEÑO INDUSTRIAL VII  PRACTICA TECNICO PROFESIONAL: TALLER DE VINCULACION LABORAL DISEÑO INDUSTRIAL III,La Pintana,SI,2.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0464,Iniciativa demo 0464,FCNMMA,Ingeniería_en_Biotecnología,VEDP,2024,2S,Presencial,NO EJECUTADA,146.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Dirección y Gestión de proyectos de calidad y medio ambiente,1,False,Recursos Turísticos i,La Florida,SI,3.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0465,Iniciativa demo 0465,FING,Dibujante_Proyectista,VEDP,2024,2S,Presencial,FINALIZADOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD,False,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Procesos en la industria alimentario,2,False,Semiología,San Joaquin,NO,2.0,2.0,True,sin evidencia,generador_sintetico_seed42,2024,sintetico
DEMO-0466,Iniciativa demo 0466,FAE,Bibliotecología_y_Documentación,UTG,2024,2S,Presencial,FINALIZADOS,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Competencias Red CRUCH,0,False,Tópicos de Innovación en Biotecnología Médica,Estacion Central,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0467,Iniciativa demo 0467,FING,Ingeniería_Civil_en_Mecánica,VEDP,2024,2S,Presencial,FINALIZADOS,15.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Tecnología; Sostenibilidad,True,False,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Operación turística,0,False,DISEÑO INDUSTRIAL V,Independencia,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0468,Iniciativa demo 0468,FHTCS,Diseño_Industrial,VEDP,2024,1S,Presencial,NO EJECUTADA,47.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Planificar, programar y evaluar procesos constructivos, Gestionar y administrar proyectos y procesos constructivos, Desarrollar y ejecutar proyectos y procesos constructivos",0,False,CIENCIA Y TECNOLOGIA DEL HORMIGON,Macul,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0469,Iniciativa demo 0469,FAE,Ingeniería_en_Comercio_Internacional,UTG,2024,2S,Presencial,FINALIZADOS,25.0,0.0,10.0,1.0,2.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,TECNOLOGIA; RESPONSABILIDAD_SOCIAL,True,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Capacidad de Articulación de la Racionalidad Política y Técnica (Res°5460 - Anterior) Intervención social (Res°0191 - Rediseño 2025),1,False,"Formación y desarrollo de colecciones.  7mo semestre, 21 estudiantes.",Penalolen,SI,7.0,6.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0470,Iniciativa demo 0470,FHTCS,Trabajo_Social,EXTENSION,2024,2S,Presencial,FINALIZADOS,32.0,0.0,40.0,1.0,1.0,2.0,6.0,32.0,0.0,0.0,1.0,0.0,0.0,1.0,TECNOLOGIA; SOSTENIBILIDAD,True,False,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Farmacia asistencial, hospitalaria y comunitaria",3,False,Relaciones Económicas Internacionales,Pedro Aguirre Cerda,SI,4.0,4.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0471,Iniciativa demo 0471,FCCOT,Arquitectura,VEDP,2024,2S,Presencial,FINALIZADOS,29.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,4.0,Sostenibilidad; Responsabilidad social,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Competencias identitarias Diseño UTEM,2,False,Taller de arquitectura III,Estacion Central,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0472,Iniciativa demo 0472,FHTCS,Diseño_Industrial,UTG,2024,1S,Presencial,NO EJECUTADA,6.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Tiene la capacidad para investigar, innovar y dar lugar a nuevas tecnologías y alternativas en la producción de alimentos, productos farmacéuticos, agropecuarios y disminución de los problemas de contaminación mediante la utilización de agentes y productos biológicos; Formula, desarrolla y mejora proyectos de manera competitiva en el área biotecnología vigentes con respecto a la conservación de los recursos biológicos, la producción de organismos, el impacto y la contaminación ambiental",3,False,Taller de Arquitectura II,Quinta Normal,SI,3.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0473,Iniciativa demo 0473,FAE,Ingeniería_en_Comercio_Internacional,UTG,2024,2S,Presencial,FINALIZADOS,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias para la empleabilidad y el Aprendizaje Continuo; Competencias genéricas para la ciudadanía, la vida y el bienestar",Operación turística,2,True,"Biología General, Ingeniería Metabolica y Fermentaciones.",Colina,SI,4.0,4.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0474,Iniciativa demo 0474,FAE,Ingeniería_en_Comercio_Internacional,EXTENSION,2024,2S,Presencial,FINALIZADOS,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Gestión Informática; Tecnologías de información y comunicación; Ingeniería de software,2,False,Recuperación de Información y Bases de Datos Documentales II,San Bernardo,NO,2.0,2.0,True,sin evidencia,generador_sintetico_seed42,2024,sintetico
DEMO-0475,Iniciativa demo 0475,FCCOT,Ingeniería_Civil_en_Obras_Civiles,UTG,2024,2S,Presencial,FINALIZADOS,102.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Ciencias de la ingeniería, Instrumentación biomédica",1,False,Diseño y gestión de proyectos sociales,San Joaquin,SI,2.0,2.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0476,Iniciativa demo 0476,FCCOT,Arquitectura,VEDP,2024,2S,Presencial,FINALIZADOS,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sostenibilidad; Responsabilidad social,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Llevar a cabo investigación, desarrollo y optimización de procesos químicos que inciden en la obtención de productos, cautelando el control en la generación de sub productos que conlleven riesgos ambientales",2,True,Procesos Industriales y Control de Calidad,La Granja,SI,4.0,4.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0477,Iniciativa demo 0477,FAE,Bibliotecología_y_Documentación,UTG,2024,2S,Presencial,FINALIZADOS,57.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,RESPONSABILIDAD_SOCIAL; SUSTENTABILIDAD,False,True,True,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Investigar y Valorar,1,False,Fomento de la lectura,Pudahuel,SI,1.0,0.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0478,Iniciativa demo 0478,FCCOT,Arquitectura,VEDP,2024,1S,Presencial,NO EJECUTADA,40.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,RESPONSABILIDAD_SOCIAL,False,True,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar","Diseño y Desarrollo de Soluciones Electrónicas; Gestión y Supervisión de Proyectos Eléctricos, Electrónicos, de Telecomunicaciones y Control",3,False,TALLER DE ARQUITECTURA VIII,Cerrillos,SI,3.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0479,Iniciativa demo 0479,FCCOT,Ingeniería_en_Construcción,VEDP,2024,1S,Presencial,FINALIZADOS,0.0,2.0,22.0,1.0,1.0,5.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Proyectar, Investigar, Valorar",3,False,Biología,El Bosque,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0480,Iniciativa demo 0480,FCCOT,Ingeniería_en_Construcción,VEDP,2024,1S,Presencial,FINALIZADOS,12.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Responsabilidad social,False,True,False,False,Competencias para la empleabilidad y el Aprendizaje Continuo,"Diseñar y Proyectar obras civiles, Gestionar y Administrar Proyectos y Procesos Constructivos, Desarrollar y Ejecutar Proyectos y Procesos Constructivos",1,False,TALLER DE ARQUITECTURA VIII,Talagante,SI,1.0,1.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0481,Iniciativa demo 0481,FING,Dibujante_Proyectista,EXTENSION,2024,2S,Presencial,NO EJECUTADA,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUSTENTABILIDAD; RESPONSABILIDAD_SOCIAL; TECNOLOGIA,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia Jurídica y Litigación,2,False,Comercio Internacional I,Pedro Aguirre Cerda,SI,4.0,3.0,False,,generador_sintetico_seed42,2024,sintetico
DEMO-0482,Iniciativa demo 0482,FCCOT,Arquitectura,VEDP,2025,2S,Presencial,Finalizada,21.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,TECNOLOGIA; SOSTENIBILIDAD; RESPONSABILIDAD_SOCIAL,True,True,True,False,Competencias para la empleabilidad y el Aprendizaje Continuo,Ciencia de la computación; tecnologías de información,2,False,Introducción a la Bibliotecología y Documentación,Melipilla,SI,4.0,3.0,False,,generador_sintetico_seed42,2025,sintetico
DEMO-0483,Iniciativa demo 0483,FCNMMA,Ingeniería_en_Industria_Alimentaria,VEDP,2025,1S,Presencial,Finalizada,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,TECNOLOGIA,True,False,False,False,"Competencias genéricas para la ciudadanía, la vida y el bienestar",Línea de Auditoria y Ética Profesional; Línea de Tributaria,2,False,Taller de Diseño en Comunicación Visual I,Vitacura,SI,8.0,8.0,False,,generador_sintetico_seed42,2025,sintetico
